#OTU ID	BRA10522F	BRA10523F	BRA11061F	BRA11062F	BRA11071F	BRA11072F	BRA11081F	BRA11082F	BRA11481F	BRA11482F	BRA11623F	BRA11625F	BRA11631F	BRA11673F	BRA11674F	BRA11681F	BRA11682F	BRA11711F	BRA11712F	BRA11723F	BRA11731F	BRA11732F	BRA11741F	BRA11742F	BRA11743F	BRA11751F	BRA11821F	BRA11841F	BRA11842F	BRA11851F	BRA11852F	BRA11853F	BRA11861F	BRA11862F	BRA11863F	BRA11864F	BRA11881F	BRA11883F	BRA11884F	BRA11993F	BRA11994F	BRA12002F	BRA12012F	BRA12031F	BRA12032F	BRA12051F	BRA12053F	BRA12061F	BRA12071F	BRA12111F	BRA12332F	BRA12361F	BRA12543F	BRA12563F	BRA12571F	BRA12573F	BRA12581F	BRA12582F	BRA12583F	BRA12641F	BRA12651F	BRA12662F	BRA12691F	BRA12791F	BRA12801F	BRA12813F	BRA12821F	BRA12841F	BRA12851F	BRA12852F	BRA12881F	BRA12882F	BRA12883F	BRA12891F	BRA12892F	BRA12911F	BRA4611F	BRA4612F	BRA4613F	BRA4614F	BRA4632F	BRA4635F	BRA5171F	BRA5233F	BRA5421F	BRA5422F	BRA9742F	BRA9743F	BRA9744F	BRA9751F	BRA9761F	BRA9771F	BRA9772F	BRA9773F	BRA9783F	BRA9792F	BRA9793F	BRA9811F	BRA9812F	BRA9813F	BRA9841F	BRA9852F
D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Cellvibrionales;D_4__Halieaceae	9	7	13	33	4	5	3	0	15	0	24	62	112	2	4	43	7	7	14	0	0	0	1	0	0	0	18	0	0	5	0	3	0	0	1	0	0	0	4	21	8	64	0	11	0	23	5	3	1	44	4	1	7	23	16	5	89	2	0	0	1	6	14	0	16	14	5	1	5	19	35	21	58	69	98	68	51	227	28	8	73	42	462	35	40	15	226	123	69	0	23	2	27	0	0	2	18	15	263	1	14	0
D_0__Bacteria;D_1__Firmicutes;D_2__Clostridia;D_3__Clostridiales;D_4__Clostridiaceae 1	42	6	63	41	0	0	1	0	0	2	5	24	7	141	1	2	0	0	2	0	5	0	0	3	0	4	4	4	0	5	8	79	0	49	14	58	0	0	5	0	0	0	50	5	2	6	130	7	0	3	2703	5079	18	0	19	1	2	9	8	0	5	49	8	63	11	0	128	1045	0	54	54	4	6	1	72	27	2	0	2	6	1	2	2	0	10	1	44	112	14	1	0	0	2	0	99	111	0	2	184	19	0	0
D_0__Bacteria;D_1__Verrucomicrobia;D_2__Verrucomicrobiae;D_3__Verrucomicrobiales;D_4__Rubritaleaceae	1	2	53	13	0	0	0	2	19	0	39	114	9	59	0	0	1	1	0	0	0	0	1	0	4	0	0	1	0	0	0	0	0	3	0	0	0	0	2	1	1	0	0	0	0	0	7	0	0	38	0	0	0	3	2	1	3	0	0	0	0	5	0	2	0	2	4	0	18	11	170	15	8	107	127	61	13	2	9	1	126	115	5	29	5	0	27	43	29	0	0	0	2	0	0	2	0	0	69	1	4	2
D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Bacteroidales;D_4__Marinilabiliaceae	2	0	0	0	7	2	0	0	0	0	0	0	56	6	0	30	6	2	1	1	0	0	0	0	0	0	98	0	0	0	0	0	0	0	0	0	0	44	5	0	1	0	0	0	4	1	0	0	0	0	22	5	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	7	0	12	8	0	0	59	60	46	0	4	6	7	21	0	15	7	7	8	1	5	4
D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Alteromonadales;D_4__Pseudoalteromonadaceae	1	7	72	39	0	0	0	1	149	0	6	214	67	2	9	3	7	1	2	7	0	8	11	0	1	1	1	1	2	1	8	17	0	2	2	0	0	2	1	1	3	0	0	0	2	3	19	15	60	0	91	77	0	0	2	1	0	0	4	2	0	2	9	0	182	1	0	0	95	55	181	87	266	159	106	158	34	224	22	45	29	19	193	1	0	8	34	42	11	0	0	0	19	1	0	0	2	0	7	1	61	0
D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Chromatiales;D_4__Sedimenticolaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	5	4	0	18	0	0	0	0	0	21	7	1	0	0	0	1	0	0	0	5	0	4	0	1	0
D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Bacteroidales;D_4__Muribaculaceae	3	2	128	124	0	0	0	0	0	23	0	0	0	0	0	0	2	0	0	1	1	0	0	0	0	2	1210	0	2	0	2	2	5311	53	7	0	0	1	0	44	5	1	3337	3	11	12	5	124	1	42	21	4	1	25	59	0	67	137	237	111	69	4	162	0	2	1	8	2	0	0	1	1	19	0	2	100	2	1	5	15	3	2	6	0	9	6	0	10	52	46	6	0	0	0	2208	19	2	4	7	4	2	0
D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Rhizobiales;D_4__Rhizobiaceae	10	5	538	851	113	5	11	2	2	5	173	51	168	7	10	442	274	46	70	9	9	107	23	35	23	52	5	32	19	163	62	439	0	149	72	22	2	10	29	485	641	9	7	6	15	33	23	109	46	107	12	0	27	53	281	2092	210	226	12	358	44	203	67	4	229	250	60	9	524	738	553	112	127	593	550	141	37	31	258	202	42	16	262	16	105	10	80	316	278	1	51	11	27	23	10	570	25	37	156	110	150	36
D_0__Bacteria;D_1__Actinobacteria;D_2__Actinobacteria;D_3__Propionibacteriales;D_4__Propionibacteriaceae	2	16	147	267	18	11	10	3	43	0	104	121	26	5	6	10	15	2	14	8	6	9	14	0	24	3	0	6	0	0	1	2	0	2	5	4	0	1	0	0	3	0	1	1	1	0	1	12	0	40	0	7	2	6	2	2	2	0	17	0	0	4	0	2	21	0	31	4	19	24	24	11	10	13	19	4	1	4	5	9	9	4	58	2	6	1	45	95	92	0	3	4	3	11	1	47	4	4	29	89	2	2
D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Oceanospirillales;D_4__Pseudohongiellaceae	0	8	0	0	0	0	0	0	1	0	0	1	10	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	6	0	3	0	0	0	14	0	0	0	0	4	0	0	9	0	0	0	0	0	0	3	0	0	0	0	0	2	3	3	11	2	0	9	0	135	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	19	0	0	0
D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Pseudomonadales;D_4__Pseudomonadaceae	2424	11	2	28	14	6	10	55	2	5	16	20	4	6015	271	14	80	3722	6403	2052	117	35	972	761	184	848	131	2115	475	118	610	239	76	506	237	289	7	11	1270	5	1	0	33	1108	118	6760	10	24	50	68	0	3	14	539	60	9	4	0	24	0	0	116	30	0	2	0	3	1	2	0	7	8	7	5	8	3	6993	19158	5326	6676	17303	12518	51	830	961	0	6	8	16	1954	1087	5	934	18	8	3	0	2	9	0	29	33
D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Chitinophagales;D_4__Saprospiraceae	4	0	95	144	108	5	22	8	10	1	47	98	37	3	8	195	18	14	23	0	14	17	2	3	24	100	5	6	2	289	1	267	0	1	13	12	1	3	0	582	664	5	0	5	9	12	4	60	39	259	0	16	7	43	18	5	6	1	192	2	25	0	17	8	24	49	30	38	912	180	29	14	4	336	72	40	0	35	5	0	16	4	104	32	0	0	22	29	52	0	5	0	9	6	1	2	5	0	42	3	2	8
D_0__Bacteria;D_1__Acidobacteria;D_2__Blastocatellia (Subgroup 4);D_3__Pyrinomonadales;D_4__Pyrinomonadaceae	0	0	15	76	0	0	0	0	0	0	49	0	7	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	337	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0
D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Dongiales;D_4__Dongiaceae	0	2	8	40	0	0	0	0	1	0	23	0	10	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	224	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	5	6	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0
D_0__Bacteria;D_1__Firmicutes;D_2__Clostridia;D_3__Clostridiales;D_4__Ruminococcaceae	17	3	246	719	3	1	74	3	0	47	0	3	0	23	24	1	2	25	66	5	27	1	1	4	3	11	38	50	0	8	276	6	35	474	169	32	3	4	25	66	0	0	94	14	50	868	7204	282	19	197	4200	8276	111	542	211	204	3234	5083	1848	5344	3401	7337	161	13	8	0	31	3	29	73	89	37	1028	662	702	5748	14	3	5	6	27	1	9	1	639	26	45	358	118	14	4	0	4	26	2030	1378	16	6	203	133	7	0
D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Chitinophagales;D_4__uncultured	1	0	14	174	71	3	8	3	2	0	43	113	24	1	0	61	18	13	12	6	7	27	0	0	23	22	5	4	2	71	0	226	0	1	5	6	0	6	0	54	639	0	2	0	0	2	0	0	17	2600	1	15	0	0	0	0	2	2	8	0	0	1	10	3	50	3948	58	36	149	22	20	13	9	163	21	18	0	10	0	0	9	0	14	12	9	0	7	8	56	0	5	0	7	5	0	0	0	0	12	0	15	3
D_0__Bacteria;D_1__Acidobacteria;D_2__Subgroup 6;__;__	0	0	18	101	0	0	0	0	0	0	68	0	4	3	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	3	0	0	0	0	0	0	0	0	0	0	0	0	741	0	0	0	0	0	8	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	21	4	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	14	0	0	0	11	0	0	0
D_0__Bacteria;D_1__Proteobacteria;D_2__Deltaproteobacteria;D_3__Bdellovibrionales;D_4__Bdellovibrionaceae	0	0	2	11	2	0	0	0	0	0	6	0	5	0	0	5	0	0	3	0	0	0	0	0	4	1	0	0	0	0	2	0	0	0	3	0	0	0	0	2	0	0	0	0	1	2	0	7	0	7	0	0	0	0	0	2	1	2	2	0	0	12	0	0	0	2	16	0	6	0	0	0	6	25	1	2	0	6	0	2	2	2	40	0	0	1	17	8	14	0	1	2	0	1	0	2	2	6	19	13	6	0
D_0__Bacteria;D_1__Bacteroidetes;D_2__Ignavibacteria;D_3__Ignavibacteriales;D_4__Melioribacteraceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
D_0__Bacteria;D_1__Firmicutes;D_2__Clostridia;D_3__Clostridiales;D_4__Family XI	10	0	0	10	0	0	0	0	11	0	20	842	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	0	38	0	0	0	0	0	0	0	0	0	2	0	0	0	0	3	0	0	0	0	0	0	0	6	0	0	0	0	0	0
D_0__Bacteria;D_1__Firmicutes;D_2__Bacilli;D_3__Bacillales;__	1	1	0	0	1	20	4	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	7	0	0	0	0	0	0	0	0	11	3	0	0	0	0	0	0	0	3	0	0	0	0	0	0
D_0__Bacteria;D_1__Gemmatimonadetes;D_2__Gemmatimonadetes;D_3__Gemmatimonadales;D_4__Gemmatimonadaceae	0	1	36	225	0	0	0	0	0	0	160	0	49	0	0	127	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	855	0	6	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	4	0	19	7	11	0	0	0	0	0	0	2	0	29	0	3	10	6	0	0	0	0	0	30	0	2	0	1	4	1	0
D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Betaproteobacteriales;D_4__Nitrosomonadaceae	0	1	5	81	0	0	0	0	0	2	61	3	20	0	0	71	2	6	9	0	0	0	0	0	3	0	0	1	0	5	3	4	0	3	2	0	0	3	1	0	0	3	0	3	0	7	0	409	0	3	0	0	0	5	1	0	0	0	7	0	0	0	0	0	0	6	15	4	5	0	0	0	5	21	16	5	4	6	4	0	0	0	0	0	24	0	3	10	27	0	0	0	0	0	15	0	5	3	24	5	0	0
D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Tistrellales;D_4__Geminicoccaceae	0	0	69	26	4	0	16	3	0	0	9	2	5	2	0	5	1	2	3	0	1	4	0	0	1	0	0	0	0	11	3	6	0	15	22	0	0	0	0	587	0	1	0	0	35	19	0	19	3	82	3	0	0	1	8	0	20	13	5	10	1	0	0	0	4	19	12	1	10	15	7	4	3	43	75	35	11	128	1	20	4	3	42	2	0	1	24	6	9	0	0	0	0	1	3	0	2	1	9	0	1	1
D_0__Bacteria;D_1__Proteobacteria;D_2__Deltaproteobacteria;D_3__SAR324 clade(Marine group B);D_4__uncultured bacterium	0	0	5	0	0	0	0	0	32	0	0	6	5	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	5	0	0	0	0	0	0	0	0	5	0	0	1	0	0	0	0	0	0	59	83	0	2	1	9	0	0	0	7	0	0	0	0	0	0	0	0	784	1192	278	0	0	0	0	0	0	1	658	2	93	212	0	0
D_0__Bacteria;D_1__Entotheonellaeota;D_2__Entotheonellia;D_3__Entotheonellales;D_4__Entotheonellaceae	0	0	9	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	3	0	0	0	0	0	0	0	0	11	14	7	0	0	0	0	0	0	0	0	0	7	0	0	0
D_0__Bacteria;D_1__Deferribacteres;D_2__Deferribacteres;D_3__Deferribacterales;D_4__Deferribacteraceae	0	2	2	2	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0
D_0__Bacteria;D_1__Proteobacteria;D_2__Deltaproteobacteria;D_3__Myxococcales;D_4__Polyangiaceae	0	0	0	30	0	0	0	0	0	0	9	0	7	0	0	14	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D_0__Bacteria;D_1__Firmicutes;D_2__Clostridia;D_3__Clostridiales;D_4__Christensenellaceae	8	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	8	0	0	10	0	1	0	0	2	3	0	0	2	4	0	9	209	2	0	0	16	32	1	2	0	0	11	11	1	13	10	70	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	1	0	0	0	0	2	63	0	0	0	0	0	0	0	0	7	6	2	0	0	0	0	13	0
D_0__Bacteria;D_1__Cyanobacteria;D_2__Oxyphotobacteria;D_3__Synechococcales;D_4__Cyanobiaceae	0	0	40	3	0	0	0	0	0	0	1	4	35	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	2	0	0	0	0	0	0	10	0	0	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	81	16	0	0	0	349	0	0	0	15	13	2	0	0	0	2	0	0	0	0	0	22	0	1	1
D_0__Bacteria;D_1__Actinobacteria;D_2__Acidimicrobiia;D_3__Actinomarinales;D_4__uncultured	0	1	214	12	1	14	3	0	3	0	29	6	4	0	2	9	0	0	1	0	0	2	0	0	0	1	9	0	0	4	0	3	0	0	1	0	0	0	1	5	1	0	0	3	0	5	18	151	0	258	4	0	0	4	9	3	2	5	20	3	0	8	0	0	3	1	7	0	10	4	5	8	5	135	99	72	33	29	9	15	8	2	16	3	0	1	79	107	19	0	2	0	4	0	0	5	2	4	344	8	3	0
D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Rhizobiales;D_4__Beijerinckiaceae	0	0	33	44	0	3	0	0	21	0	5	0	1	0	0	8	1	0	2	3	0	3	0	2	20	5	1	1	0	0	0	1	0	1	3	3	0	0	2	0	0	0	0	0	0	0	0	67	3	1276	4	8	4	0	2	4	0	2	0	1	0	33	37	0	34	0	0	0	5	3	4	7	2	16	12	3	1	2	3	0	6	3	30	0	11	0	148	1203	1091	1	6	1	8	12	2830	10657	79	137	772	567	22	0
D_0__Bacteria;D_1__Firmicutes;D_2__Bacilli;D_3__Bacillales;D_4__Staphylococcaceae	8	8	6	17	2	0	0	0	0	4	9	87	25	9	1	2	4	9	5	8	8	0	1	8	0	12	7	2	2	0	5	5	0	3	2	7	0	1	36	0	0	0	3	7	0	2	0	0	0	0	8	3	0	0	5	3	0	0	4230	0	0	0	0	1	0	0	4	7	0	0	0	6	0	11	2	0	0	0	3	0	0	4	0	4	0	4	35	58	16	0	0	0	7	0	144	4	0	5	14	103	0	0
D_0__Bacteria;D_1__Actinobacteria;D_2__Thermoleophilia;D_3__Gaiellales;D_4__uncultured	0	0	120	313	0	0	0	0	0	0	27	0	9	0	0	12	0	0	2	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	2	0	4	0	75	0	10	0	0	0	0	5	0	0	0	4	0	0	0	0	0	1	0	11	0	0	0	2	3	3	0	0	4	2	0	0	1	0	0	0	0	11	0	11	7	5	0	0	0	0	0	0	0	0	0	37	0	8	0
D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Rhizobiales;D_4__Hyphomicrobiaceae	0	4	146	19	4	9	6	5	28	0	17	16	15	1	0	20	6	9	15	1	1	9	1	11	6	0	0	9	0	1	1	3	0	4	1	2	1	0	0	4	3	0	0	1	0	3	3	42	7	14	32	1	0	5	2	23	11	0	6	7	0	2	1	0	3	5	11	0	77	56	46	10	23	85	46	19	22	14	9	33	10	14	173	7	9	1	63	94	151	0	3	15	1	3	4	12	13	17	99	69	30	0
D_0__Bacteria;D_1__Epsilonbacteraeota;D_2__Campylobacteria;D_3__Campylobacterales;D_4__Arcobacteraceae	36	58	64	12	33	31	2	3	312	410	295	560	148	138	102	324	38	8	12	28	97	53	0	20	60	1	220	102	36	185	386	1592	8	99	160	47	21	168	26133	86	24	180	0	595	6454	603	364	30	276	5	44	70	1	0	8	1	2	4	4	0	1	9	517	150	18	6	11	60	938	1515	501	57	23	263	439	3	9	1	0	0	15	8	73	13	42	0	5	3	14	2	0	7	23	1	0	0	1	0	2	0	49	19
D_0__Bacteria;D_1__Firmicutes;D_2__Bacilli;D_3__Bacillales;D_4__Bacillaceae	1211	453	35	165	20	62	550	41	9	2	100	422	8	19	0	56	0	6	11	6	15	0	9	4	4	36	3	16	4	6	9	17	1	2	7	9	1	1	0	2	8	1	21	0	0	0	11	265	0	0	0	9	2	12	0	84	0	0	3	0	0	9	0	30	0	0	139	30	19	129	27	6	13	0	44	6	356	792	818	258	1238	512	8	15	53	6	44	47	32	75	152	14	161	33	10	61	9	0	35	69	54	3
D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Flavobacteriales;D_4__Crocinitomicaceae	0	0	19	2	2	0	0	0	0	0	0	0	2	0	15	1	1	0	1	0	0	0	0	0	0	2	22	2	0	41	7	19	0	8	13	4	0	0	2	0	0	0	0	0	3	2	0	7	0	105	0	0	0	0	0	1	0	1	2	0	0	0	42	2	1394	17	7	0	5	10	9	0	0	35	17	9	0	1	0	0	2	0	47	0	0	0	4	5	12	0	0	1	1	1	0	0	0	0	1	0	1	0
D_0__Bacteria;D_1__Acidobacteria;D_2__Thermoanaerobaculia;D_3__Thermoanaerobaculales;D_4__Thermoanaerobaculaceae	0	0	0	0	0	0	0	0	0	0	13	25	0	0	0	12	0	6	5	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	9	0	6	6	91	0	59	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	10	1	0	0	0	0	0	0	6	3	3	12	0	0	0	1	3	0	0	2	86	140	42	0	0	0	0	0	3	4	4	0	174	16	0	0
D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Chitinophagales;__	1	0	58	576	8	0	0	1	0	0	8	6	0	0	0	0	3	2	0	0	4	45	0	0	0	0	0	0	0	5	0	0	0	0	0	2	0	2	0	12	612	0	0	0	0	1	0	0	0	1	0	0	1	4	0	0	0	2	9	0	8	1	3	1	0	3	1	9	21	14	1	0	0	1	4	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Rhodovibrionales;D_4__Kiloniellaceae	0	0	0	0	1	0	0	0	0	0	2	4	5	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	1	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	1	0	2	2	0	1	3	7	0	4	0	0	0	0	0	0	42	71	23	0	0	0	0	0	0	0	2	1	86	14	0	0
D_0__Bacteria;D_1__Gemmatimonadetes;D_2__BD2-11 terrestrial group;__;__	0	0	0	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	7	0	0	0	0	0	0	0	0	0	0	19	0	0	0
D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Cytophagales;D_4__Spirosomaceae	24	0	0	0	83	0	0	0	37	0	8	85	8	0	1	28	8	1	11	0	0	2	0	3	6	23	1	14	9	81	10	428	1	9	30	5	0	0	0	0	0	0	0	1	0	0	0	0	3	115	0	0	0	0	0	0	0	0	0	0	0	15	0	0	4	9	29	0	4	0	0	0	0	9	0	0	0	0	0	0	1	0	13	8	7	0	0	0	30	0	0	5	10	10	0	1	0	0	0	0	26	7
D_0__Bacteria;D_1__Actinobacteria;D_2__Actinobacteria;D_3__Micrococcales;D_4__Cellulomonadaceae	0	0	0	0	0	1	0	0	0	0	1	6	0	0	0	0	0	3	2	0	0	0	5	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	1	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	9	0	0	4	17	0	0	2	0	1	19	0	0	0	0	3	2	0
D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Enterobacteriales;D_4__Enterobacteriaceae	365	12	7	44	5	1	34	15	18	21	2	2	1	388	26	16	12	48	46	14	122	3	53	22	56	42	72	37	9	12	39	15	34	124	38	33	6	12	89	8	0	22	11	4	8	39	655	46	2	0	11	23	153	123	63	36	511	821	198	812	488	813	80	217	19	0	247	6280	11	21	29	26	309	179	169	1887	9	49	72	20	32	17	21	145	450	7	87	152	110	5	18	18	51	108	476	94	16	36	92	91	66	9
D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__uncultured;__	0	0	3	8	0	0	0	0	0	0	9	0	2	1	0	12	0	2	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	4	0	0	0	0	27	0	0	0	0	0	0	0	15	0	9	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	1	0	6	2	0	0	0	0	9	1	0	0	8	0	24	0	0	0	19	2	11	0	0	0	0	0	0	3	0	1	41	1	1	0
D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Flavobacteriales;D_4__Weeksellaceae	7	0	785	790	37	3	9	3	0	0	0	39	58	1	0	34	58	11	18	19	32	434	1	13	11	14	4	31	12	118	68	2754	0	27	54	23	1	1	2	53	73	2	1	1	1	2	0	21	41	1417	0	0	3	0	2	1	0	8	0	0	0	18	31	4	128	164	0	2	184	604	695	164	170	55	232	32	0	2	0	3	7	2	180	27	31	0	4	6	20	0	4	4	3	6	0	12	0	0	5	0	2	10
D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__uncultured;D_4__uncultured bacterium	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	1	3	0	0	0	0	0	0	0	0	6	0	0	5	0	0	0	0	0	0	3	0	0	0	0	8	0	0	0	0	0	0	1	0	0	0	0	0	3	0	15	0	0	0	1	0	4	0	0	0	10	5	0	0
D_0__Bacteria;D_1__Actinobacteria;D_2__Thermoleophilia;D_3__Solirubrobacterales;D_4__67-14	0	0	22	230	0	0	0	0	0	0	38	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	4	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0
D_0__Bacteria;D_1__Acidobacteria;D_2__Blastocatellia (Subgroup 4);D_3__Blastocatellales;D_4__Blastocatellaceae	0	0	0	1	2	0	0	0	0	0	57	0	2	0	0	40	2	0	0	0	1	1	0	1	0	0	3	0	0	0	0	0	0	11	2	1	0	0	0	0	0	0	0	0	0	0	0	90	0	1	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	2	9	6	0	0	24	100	18	0	0	0	0	0	0	0	0	0	1	4	6	22	0	0	0	0	0	0	0	2	0	7	15	0	0
