#OTU ID	BRA10151M	BRA10522M	BRA10523M	BRA10972M	BRA11062M	BRA11071M	BRA11072M	BRA11081M	BRA11082M	BRA11481M	BRA11623M	BRA11625M	BRA11631M	BRA11673M	BRA11674M	BRA11681M	BRA11682M	BRA11711M	BRA11712M	BRA11713M	BRA11721M	BRA11723M	BRA11731M	BRA11741M	BRA11742M	BRA11743M	BRA11751M	BRA11752M	BRA11821M	BRA11823M	BRA11841M	BRA11851M	BRA11852M	BRA11854M	BRA11861M	BRA11862M	BRA11863M	BRA11872M	BRA11881M	BRA11883M	BRA11972M	BRA11981M	BRA12001M	BRA12002M	BRA12011M	BRA12012M	BRA12013M	BRA12021M	BRA12022M	BRA12023M	BRA12032M	BRA12042M	BRA12043M	BRA12051M	BRA12052M	BRA12062M	BRA12111M	BRA12331M	BRA12332M	BRA12351M	BRA12352M	BRA12353M	BRA12541M	BRA12542M	BRA12551M	BRA12552M	BRA12553M	BRA12562M	BRA12563M	BRA12572M	BRA12573M	BRA12582M	BRA12591M	BRA12601M	BRA12602M	BRA12632M	BRA12641M	BRA12651M	BRA12661M	BRA12662M	BRA12673M	BRA12681M	BRA12691M	BRA12792M	BRA12803M	BRA12821M	BRA12831M	BRA12832M	BRA12851M	BRA12852M	BRA12862M	BRA12871M	BRA12883M	BRA12891M	BRA12912M	BRA12922M	BRA4611M	BRA4612M	BRA4631M	BRA4632M	BRA4752M	BRA4771M	BRA5182M	BRA5221M	BRA5222M	BRA5231M	BRA5601M	BRA5624M	BRA5671M	BRA5672M	BRA8221M	BRA8271M	BRA8272M	BRA9742M	BRA9743M	BRA9744M	BRA9751M	BRA9761M	BRA9762M	BRA9771M	BRA9772M	BRA9773M	BRA9783M	BRA9791M	BRA9792M	BRA9793M	BRA9811M	BRA9812M	BRA9813M	BRA9841M	BRA9852M	BRA9872M	BRA9873M
D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Alteromonadales;D_4__Shewanellaceae	135	151	506	81	18	4	0	30	6	1135	1151	1007	40	5	12	67	0	54	50	6	4	3	7	516	68	91	101	127	21	35	277	913	1817	362	138	71	0	3	8	228	34	11	34	2921	19	24	4	25	17	19	26	0	36	20	5	3	5	0	0	1	8	33	17	26	50	0	46	14	0	4	11	0	39	0	0	43	0	1	4	0	0	0	16	3	18	9	0	0	50	98	23	84	192	451	0	15	436	23	57	103	80	432	41	74	155	67	28	6	90	203	182	2821	1048	21	378	138	30	0	1262	2742	102	1185	1005	164	334	270	91	175	454	82	35	169	423
D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Oceanospirillales;D_4__Nitrincolaceae	0	1	4	0	0	0	0	22	16	2	21	2	3	848	40061	6	0	70	779	0	7	370	8	73	14	21	0	9	0	0	87	17	230	7	58	16	0	20	0	3	13	0	10	0	1	1	1	2	5	31	5	0	45	79	54	0	288	0	0	0	49	1	4	0	9	0	2	0	0	0	10	13	15	0	0	22	1	0	6	0	0	3	13	1	0	3	0	0	1	6	1	2	8	5	11	4	32	2	3	6	7	8	19	2	17	1	1	0	3	1	0	1	0	0	46	12	0	0	8	1	12	0	0	1	11	44	1	0	2	0	0	0	2
D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Rhizobiales;D_4__Rhizobiales Incertae Sedis	0	3	4	2	25	21	7	81	12	15	25	40	8	0	0	3	0	16	20	16	0	2	5	1	0	1	3	0	9	78	85	11	16	7	21	4	2	3	10	7	7	0	0	4	7	7	1	2	11	0	0	0	0	6	9	1	2	53	38	42	808	12	33	3	91	0	7	0	2	40	25	1	7	2	0	64	0	0	2	0	11	4	6	8	35	48	6	0	74	78	61	6	4	10	12	41	1	0	1	23	89	43	47	158	105	36	6	5	4	3	1	2	0	7	58	20	7	0	3	6	15	8	7	5	58	60	13	33	4	1	2	4	1
D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Chitinophagales;D_4__Chitinophagaceae	0	0	4	4	3	19	11	21	0	4	25	39	4	0	0	18	0	19	20	12	16	0	20	7	19	0	87	3	1	18	169	77	209	58	141	38	15	2	0	0	2	11	1	0	2	0	2	0	18	9	0	0	0	0	0	0	13	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	3	1	3	0	0	0	0	10	0	1	0	4	3	0	2	0	12	11	6	1	0	2	27	37	0	0	1	4	23	3	8	350	18	109	2	23	5	3	6	2	3	6	46	12	28	0	12	12	28	1	2	1	23	57	9	14	0	3	1	11	10
D_0__Bacteria;D_1__Proteobacteria;D_2__Deltaproteobacteria;D_3__Deltaproteobacteria Incertae Sedis;D_4__Unknown Family	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	39	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0
D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Betaproteobacteriales;D_4__Burkholderiaceae	462	28	134	5	36	25	7	39	579	90	108	189	20	132	20	23	45	88	58	47	20	23	18	29	730	40	24	25	191	2046	1818	5	34	15	19	35	3	1369	9	17	3370	5	7	6	48	21	236	16	19	5	1	8	30	8	9	99	65	127	29	18	982	20	60	591	63	1087	59	871	39	362	14	110	25	132	95	42	54	52	108	3168	1442	5	38	4	24	52	1	2	18	708	20	15	31	16	259	115	51	459	309	158	51	42	40	324	30	80	51	102	85	295	238	160	175	116	327	621	106	96	188	9	303	77	102	31	41	82	21	318	34	130	25	69	123
D_0__Bacteria;D_1__Chloroflexi;D_2__Anaerolineae;D_3__Anaerolineales;D_4__Anaerolineaceae	0	0	0	0	0	0	0	0	0	0	0	2	0	4	0	2	0	0	0	0	0	0	12	0	8	30	0	0	0	0	8	0	6	0	0	0	0	64	0	0	10	0	0	0	0	0	12	0	4	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	6	0	14	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
D_0__Bacteria;D_1__Firmicutes;D_2__Negativicutes;D_3__Selenomonadales;D_4__Veillonellaceae	52	0	0	1	0	0	0	0	0	0	0	0	0	11	2	0	0	0	0	0	1086	173	3	0	0	0	0	4	0	3	37	0	48	11	46	573	13	3	0	16	10	1	0	7	121	63	6	23	2	1	0	0	52	47	1168	0	34	0	0	0	75	0	13	8	24	25	10	16	453	162	37	546	87	252	146	174	247	180	356	40	14	36	0	62	14	43	0	0	8	6	3	3	0	21	28	0	0	1	0	1	3	0	7	0	3	0	3	0	0	0	0	0	0	15	19	27	38	5	1	0	0	1	0	0	12	40	12	14	0	0	0	0	0
D_0__Bacteria;D_1__Firmicutes;D_2__Clostridia;D_3__Clostridiales;D_4__Clostridiales vadinBB60 group	0	0	0	0	0	0	0	0	0	5	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	4	0	0	0	0	13	0	0	98	0	0	0	13	0	0	0	7	0	0	5	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	72	0	8	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	3	0	0	0	0	0
D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Cellvibrionales;D_4__Microbulbiferaceae	0	4	20	0	2	11	3	1	2	0	4	3	0	0	0	0	0	0	1	0	0	0	1	0	0	3	0	0	1	1	3	0	21	2	1	2	0	2	0	0	4	0	0	0	0	0	1	0	16	7	0	0	0	0	0	0	4	0	0	0	3	0	1	0	0	0	0	0	0	1	0	0	2	0	0	2	0	0	0	0	10	0	1	0	21	355	0	0	1	0	4	1	3	10	7	1	49	4	0	81	6	1	0	0	3	0	0	0	0	0	3	2	0	0	0	3	0	1	0	0	6	0	0	0	1	12	2	0	0	0	0	0	0
D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Cellvibrionales;D_4__Halieaceae	0	19	21	2	3	20	20	26	11	11	51	244	67	1	1	31	0	36	18	17	0	0	0	0	0	0	3	0	2	56	1	1	3	0	1	0	0	0	0	0	20	19	9	0	0	9	5	74	94	44	1	0	11	42	5	0	147	0	1	0	23	3	6	20	16	0	16	10	4	9	12	14	43	4	0	14	59	0	7	4	7	11	11	15	64	582	0	0	1	35	10	7	26	26	9	6	102	10	9	120	32	23	36	30	42	70	40	31	4	4	20	21	17	52	405	21	27	8	13	5	58	11	3	9	113	114	27	7	12	3	11	4	12
D_0__Bacteria;D_1__Firmicutes;D_2__Clostridia;D_3__Clostridiales;D_4__Clostridiaceae 1	451	1	0	0	0	1	0	0	0	68	3	3	28	57	2	3	3	0	4	7	35	13	4	0	3	3	4	1	2	49	487	2	25	3	30	12	2	12	0	26	6	0	0	1	0	25	2	4	1	7	0	111	2	7	45	0	0	176	112	197	39	47	0	94	3	4	31	4	0	4	2	4	9	0	5	5	2	1	10	0	5	0	2	0	3	15	20	16	5	5	2	1	0	3	18	9	4	0	7	1	22	143	7	33	15	0	202	2	0	0	4	5	3	25	187	4	64	0	0	0	3	2	3	0	25	6	0	36	24	0	0	0	0
D_0__Bacteria;D_1__Verrucomicrobia;D_2__Verrucomicrobiae;D_3__Verrucomicrobiales;D_4__Rubritaleaceae	0	1	9	0	0	0	0	25	2	7	19	77	11	0	0	1	0	5	0	2	0	3	2	2	0	0	2	0	0	3	7	0	4	2	0	0	0	0	0	1	0	2	0	4	0	0	0	9	11	0	1	0	44	3	4	8	64	0	0	0	0	0	0	0	3	0	0	1	6	0	1	8	6	0	0	0	4	0	9	4	5	0	0	3	0	0	0	0	1	1	2	6	26	29	29	3	0	0	4	503	1	0	4	3	0	9	2	1	0	2	12	2	9	15	129	13	4	1	2	2	6	6	0	0	50	11	0	3	28	5	2	0	1
D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Bacteroidales;D_4__Marinilabiliaceae	0	9	18	0	0	1	0	10	3	13	0	0	23	3	0	21	0	13	1	5	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	43	110	0	0	0	0	0	7	0	1	2	0	3	0	0	2	23	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	38	0	3	0	9	0	0	1	3	0	6	2	7	10	9	4	3	7	50	22	8	0	0	2	6	2	7	0	113	105	34	32	15	34	10	0	0
D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Alteromonadales;D_4__Pseudoalteromonadaceae	4	15	32	3	71	1	0	0	0	24	16	99	74	0	0	18	0	0	0	1	0	0	7	7	0	5	0	2	0	3	73	5	64	1	3	2	0	1	1	5	0	2	2	0	0	19	0	52	33	6	2	0	3	49	6	18	25	63	33	130	17	9	2	3	4	0	0	0	1	0	16	0	16	0	0	2	0	0	0	0	0	1	7	6	5	7	0	0	1	18	16	25	179	5	6	323	164	3	0	301	19	6	20	49	81	63	2	1	1	1	0	2	3	14	33	19	0	0	4	0	12	0	0	0	45	54	0	0	19	0	2	0	0
D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Chromatiales;D_4__Sedimenticolaceae	0	0	0	0	22	2	0	1	0	0	3	0	0	2	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	4	0	0	0	0	0	7	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	10	0	0	0	0	0	0	0	0	1	1	0	0	2	0	13	0	4	0	0	0	4	0	0	2	10	2	0	0	4	3	0	0	0
D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Bacteroidales;D_4__Muribaculaceae	16	0	0	1	0	0	2	2	0	0	0	0	0	0	0	0	7	6	8	109	6	79	0	0	1	6	7	0	14	341	21	0	147	31	23	20	0	269	4	19	959	1	43	4	863	28	209	4	326	3	0	5020	19	3	4	4	10	5	0	0	38	4	0	2	6	1344	8	862	97	52	72	127	155	78	78	265	71	56	126	498	514	4	7	7	11	32	0	1	0	25	0	0	0	0	508	6	0	2	0	0	12	703	7	61	12	20	39	1	105	0	5	0	5	2	25	1	2	1	0	0	2	0	10	5	7	14	10	40	0	0	5	0	0
D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Rhizobiales;D_4__Rhizobiaceae	0	14	77	4	191	12	21	86	14	10	236	759	121	15	9	158	18	71	98	68	40	4	27	18	21	22	43	18	18	395	655	35	209	45	134	48	6	20	4	13	38	43	36	2	26	33	7	142	132	54	4	0	32	40	20	5	659	4	5	12	144	9	68	239	90	3	28	142	11	426	6771	211	305	48	1	231	2	5	13	34	52	7	12	20	187	248	14	4	98	160	97	57	105	67	380	44	27	6	6	248	219	32	59	124	40	306	27	11	21	19	5	12	8	45	241	135	25	43	25	11	33	8	5	8	154	198	120	140	79	109	8	18	30
D_0__Bacteria;D_1__Actinobacteria;D_2__Actinobacteria;D_3__Propionibacteriales;D_4__Propionibacteriaceae	0	2	95	10	28	5	2	15	2	31	26	162	10	5	0	5	3	5	11	17	0	3	1	5	2	3	9	48	16	0	2	1	9	2	4	6	1	4	0	0	0	0	1	0	0	1	12	6	0	6	1	0	0	0	0	0	247	0	1	0	9	4	0	0	3	0	0	3	0	6	12	0	18	0	0	2	4	2	3	0	4	0	6	12	45	4	0	0	5	6	5	0	1	4	156	0	4	0	0	6	12	0	16	136	15	29	16	3	10	9	2	2	0	15	105	115	3	1	2	0	4	4	0	2	18	15	5	75	17	2	5	10	23
D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Oceanospirillales;D_4__Pseudohongiellaceae	0	0	0	0	0	0	7	0	0	0	2	7	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	1	0	0	0	3	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	17	3	0	1	0	0	0	0	0	0	3	0	0	0	0	2	0	4	0	0	0	4	5	2	5	7	25	3	0	0	0	0	0	0	0	31	0	0	0	0	0	5	0	0	0	5	1	0	0	0	0	0	0	0
D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Pseudomonadales;D_4__Pseudomonadaceae	299	41	22	6	1	10	31	24	122	14	4	9	2	9257	249	5	1249	1039	869	545	147	134	552	7156	22054	14487	1754	3835	939	311	1174	196	688	297	409	999	4	3995	55	1055	4793	35	5	18	23	128	8479	48	6	80	3	45	31	17	81	80	25	9	2	0	81	15	7	99	28	25	196	127	2	9	75	1	21	1	0	6	0	0	0	490	383	2	21	4	16	19	1	0	2	43	0	0	7	4	1986	165	137	9694	10067	364	2068	84	503	106	1686	50	26	902	642	6348	26597	1265	1737	6	18	15	930	906	930	9	949	748	31	40	16	27	4	5	5	58	193	25	71
D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Chitinophagales;D_4__Saprospiraceae	0	46	4	0	87	5	88	664	22	34	124	1236	19	0	0	25	0	32	25	34	71	1	33	1	9	2	9	0	4	837	18	16	34	21	30	4	28	8	0	3	27	26	31	2	21	4	1	5	11	16	0	0	5	14	20	4	283	1	1	0	16	1	216	54	25	2	110	34	28	6	9	59	15	29	0	11	11	0	41	45	6	54	3	16	22	74	41	16	40	90	37	2	7	4	73	0	15	0	3	20	101	11	20	30	13	153	10	11	23	8	2	2	0	4	68	15	17	4	4	8	3	1	2	1	41	49	15	9	4	4	6	11	20
D_0__Bacteria;D_1__Acidobacteria;D_2__Blastocatellia (Subgroup 4);D_3__Pyrinomonadales;D_4__Pyrinomonadaceae	0	0	0	0	10	1	0	0	0	2	32	0	6	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	2	0	8	0	0	0	0	0	0	0	0	0	0	0	170	0	0	0	0	9	0	2	7	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0
D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Dongiales;D_4__Dongiaceae	0	0	0	0	0	0	0	0	0	0	17	0	2	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	2	0	0	0	0	0	0	0	0	0	5	3	50	0	0	0	0	3	0	1	3	0	0	0	0	0	0	4	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D_0__Bacteria;D_1__Firmicutes;D_2__Clostridia;D_3__Clostridiales;D_4__Ruminococcaceae	465	14	4	11	0	3	58	5	1	0	0	61	0	34	39	1	6	76	92	973	5610	3324	30	1	27	12	16	41	17	251	184	9	560	99	455	3052	37	132	6	89	145	16	54	126	1105	375	439	153	135	24	3	879	1658	213	2707	16	54	205	121	204	551	80	116	100	106	481	203	497	4784	1053	436	6546	1153	5610	6521	912	3151	2737	6420	625	355	94	10	59	171	571	2	3	18	30	12	22	39	257	177	3	1	8	3	1	117	148	31	117	130	33	104	5	14	6	6	7	12	21	128	61	35	7	7	0	14	4	0	1	28	68	17	280	89	12	4	3	1
D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Chitinophagales;D_4__uncultured	0	11	0	0	21	0	41	472	28	12	49	414	15	2	0	23	0	28	29	33	23	0	16	0	4	0	0	0	0	38	6	10	15	11	9	2	3	1	0	0	7	37	0	0	4	7	0	16	25	43	0	0	0	0	3	2	735	5	1	0	4	4	3	1	0	0	4	0	0	6	0	0	4	0	1	2	2	0	0	1	0	4	2	16	238	152	34	16	12	11	1	5	7	5	24	0	8	1	0	0	13	0	1	210	12	16	3	7	2	2	0	0	0	3	57	17	24	0	7	10	10	0	0	2	10	82	7	3	0	0	1	0	7
D_0__Bacteria;D_1__Acidobacteria;D_2__Subgroup 6;__;__	0	0	0	0	1	0	0	0	0	7	24	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	8	6	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	3	0	0	0	0	0	2	0	0	0	13	0	4	0	0	0	0	0	0	0	0	3	0	0	7	2	192	0	0	0	0	4	0	5	0	0	0	0	0	0	0	7	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D_0__Bacteria;D_1__Proteobacteria;D_2__Deltaproteobacteria;D_3__Bdellovibrionales;D_4__Bdellovibrionaceae	0	0	0	0	7	0	3	28	2	1	3	36	1	0	1	0	0	5	3	5	0	0	0	0	0	0	1	0	0	11	16	0	5	3	13	7	0	0	0	0	0	2	0	0	0	0	0	4	0	0	0	0	0	2	0	0	23	0	0	0	3	0	2	0	14	0	0	0	0	0	6	1	7	0	0	11	0	1	0	0	0	0	0	0	3	8	0	1	0	1	0	0	3	1	25	3	0	0	0	19	19	3	7	6	12	11	0	3	0	0	0	2	0	6	11	12	1	1	0	0	5	1	0	0	4	27	1	16	6	0	0	2	2
D_0__Bacteria;D_1__Bacteroidetes;D_2__Ignavibacteria;D_3__Ignavibacteriales;D_4__Melioribacteraceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D_0__Bacteria;D_1__Firmicutes;D_2__Clostridia;D_3__Clostridiales;D_4__Family XI	0	0	0	0	84	0	0	0	0	13	35	10	0	0	0	4	0	0	0	4	0	0	3	0	0	0	0	0	0	0	5	0	1	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	8	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	2	0	5	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
D_0__Bacteria;D_1__Firmicutes;D_2__Bacilli;D_3__Bacillales;__	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	0	0	0	0	0	0	0	1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	3	0	0	0	3	0	3	0	0	0	0	0
D_0__Bacteria;D_1__Gemmatimonadetes;D_2__Gemmatimonadetes;D_3__Gemmatimonadales;D_4__Gemmatimonadaceae	0	0	0	0	9	0	0	0	0	20	70	0	16	0	0	59	0	0	0	0	0	0	5	0	0	0	0	0	0	3	3	0	5	0	2	4	0	3	2	0	7	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	5	0	0	0	0	0	2	0	3	0	0	10	0	0	1	13	1	0	3	8	0	0	0	0	0	1	0	0	0	10	22	103	0	0	0	0	10	1	20	1	6	7	0	0	0	0	14	0	2	0	9	3	0	0	14	0	4	0	0	0	4	0	0	1	0	0	0	0	0
D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Betaproteobacteriales;D_4__Nitrosomonadaceae	0	0	0	0	5	0	0	12	0	20	34	0	4	2	0	32	0	15	7	10	1	0	6	0	5	0	2	1	2	2	0	19	9	3	5	3	0	3	0	0	3	0	0	1	0	1	5	0	0	0	0	0	4	0	0	0	0	0	0	0	0	6	4	0	0	0	0	0	0	0	3	0	1	0	0	21	0	0	0	28	0	0	3	5	3	38	5	0	9	2	0	3	0	4	44	253	0	0	0	0	10	1	11	54	6	11	1	0	2	0	0	0	0	0	37	0	1	0	0	0	0	0	10	2	15	12	9	0	3	0	0	1	0
D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Tistrellales;D_4__Geminicoccaceae	0	0	0	0	0	2	6	40	10	3	2	4	0	0	0	10	0	5	4	3	1	5	0	0	2	0	1	0	0	26	8	20	9	17	72	34	0	0	0	0	12	0	27	0	48	0	1	0	19	7	1	0	4	0	0	3	233	1	1	0	15	1	0	0	4	0	7	1	1	19	7	13	14	5	0	11	3	0	1	0	0	0	5	0	1	42	2	1	2	13	15	0	5	10	33	7	34	0	2	2	7	2	9	7	1	14	2	2	1	2	2	0	0	4	32	0	1	0	0	0	1	0	0	1	28	5	0	8	3	0	0	1	0
D_0__Bacteria;D_1__Proteobacteria;D_2__Deltaproteobacteria;D_3__SAR324 clade(Marine group B);D_4__uncultured bacterium	0	0	0	0	29	0	0	0	0	0	190	0	0	0	0	130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	5	0	0	61	20	1017	0	445	0	0	5	8	0	2	2	0	0	0	0	1	0	0	0	0	0	0	0	0	633	128	341	0	0	0	0	3	0	0	0	6	832	1	428	8	0	0	0	0
D_0__Bacteria;D_1__Entotheonellaeota;D_2__Entotheonellia;D_3__Entotheonellales;D_4__Entotheonellaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	17	0	0	0	0	0	0	0	0	0	2	0	8	21	1	0	0	0	0
D_0__Bacteria;D_1__Deferribacteres;D_2__Deferribacteres;D_3__Deferribacterales;D_4__Deferribacteraceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
D_0__Bacteria;D_1__Proteobacteria;D_2__Deltaproteobacteria;D_3__Myxococcales;D_4__Polyangiaceae	0	0	2	0	0	0	0	0	0	4	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D_0__Bacteria;D_1__Firmicutes;D_2__Clostridia;D_3__Clostridiales;D_4__Christensenellaceae	0	0	0	0	0	0	0	0	0	0	0	0	5	2	0	0	0	0	2	2	41	0	1	0	4	8	0	0	0	4	4	0	0	2	12	7	0	12	0	4	5	0	0	2	22	16	3	4	7	0	0	2	3	3	87	0	0	0	0	0	0	0	0	0	0	1	2	0	3	8	0	16	0	11	4	5	8	4	15	5	1	0	0	0	6	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	19	0	0	0	3	4	0	0	0	3	0	1	2	0	0	0	0	0	1	0	2	0	0	2	0	0	0	0	0
